iteration,node,k_without_i,candidate_k,vram_without_i_fraction,candidate_vram_fraction,queue_cost,memory_penalty,center_cost_increment,llm_center_cost_raw,verified_center_cost_increment,llm_numeric_within_tolerance,state_hash,state_reused_in_experiment,persistent_cache_hit,compute_impact,vram_impact,semantic_warning,model,latency_ms,resolved_model,prompt_tokens,completion_tokens,total_tokens,attempts,parse_ok
246,83,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,cfe09f1275cb302d3fef9481fd4b62ba54faea32fa4525e8aad703f7f230e42f,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading.,deepseek-v4-flash,1451.3092919951305,deepseek-v4-flash,328,81,409,1,True
247,88,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,d2a81ffc818f9e36e8913bc58e08509142dc8979c26679a40d8dcb475cd67982,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase (0.014187) may cause OOM risk.,deepseek-v4-flash,1844.8587079765275,deepseek-v4-flash,326,72,398,1,True
248,51,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,17cedbaae564869583d796fe79494fa2e266e37131042793bdddd1157b946d00,0,0,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading to reduce memory pressure.,deepseek-v4-flash,1540.4822080163285,deepseek-v4-flash,328,81,409,1,True
249,2,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,5790df499226013bf7631ca75069c2ffe3326726e9ae9882d46ec410fe72b458,0,0,0.21279529451408244,1.8040301671394308,High VRAM load may cause instability,deepseek-v4-flash,1370.651665958576,deepseek-v4-flash,324,62,386,1,True
250,0,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.7559146109819312,1.7559146109819312,1,86755ecbff45cef5591169e78ce32e9076a63b473e4894da6c344d7d81f7bf7a,0,0,0.21279525236471444,1.5431193586172167,High VRAM load increase (from 0.865 to 0.880) may cause instability.,deepseek-v4-flash,1405.8129580225796,deepseek-v4-flash,325,76,401,1,True
251,1,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,86e95f3868f7679911abdeb3f3effc729ccd84fe6efceccb24aef3da93d90f61,0,0,0.21279529451408244,1.8040301671394308,High VRAM load fraction (0.8938) may cause OOM; consider offloading.,deepseek-v4-flash,1263.3746669162065,deepseek-v4-flash,333,79,412,1,True
252,59,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,bc965b84ebd038009bc7543458bf9f00eeac0b0af31e535d3190ce571cdbf51f,0,0,0.21279525236471444,1.5431193586172167,High VRAM load increase from 0.865 to 0.880; consider offloading.,deepseek-v4-flash,1420.3792499611154,deepseek-v4-flash,333,80,413,1,True
253,68,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,a7ca816ff640cdaa3ea1c5355920c8c12b5f0877025ae6ee49b84e324df3bc73,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading to reduce memory pressure.,deepseek-v4-flash,1973.6949580255896,deepseek-v4-flash,324,85,409,1,True
254,24,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,343a65a93381e6684cb340d954468091169b4c73abdf91aaa4f1368cfdc77d70,0,0,0.21279525236471444,1.5431193586172167,High VRAM load increase from 0.865 to 0.880; consider offloading.,deepseek-v4-flash,1359.066208009608,deepseek-v4-flash,325,80,405,1,True
255,61,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,e902880c03c943560847c3d2053ba1170955d44c4f173eff632f648de087a4a8,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase from 0.865 to 0.880; consider offloading.,deepseek-v4-flash,1944.9569580610842,deepseek-v4-flash,324,80,404,1,True
256,36,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.7559146109819312,1.7559146109819312,1,5532ceac159d8ddd2ecb2aade47fe6ed635b449d1d18c26527fd39b894f0cf9b,0,0,0.21279525236471444,1.5431193586172167,High VRAM load increase may cause instability,deepseek-v4-flash,1323.8659580238163,deepseek-v4-flash,328,63,391,1,True
257,79,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.7559146109819312,1.7559146109819312,1,9f51d7298875e5a8da8f9047bd7c65fb37d0245f4e1922b1246cb3f7512ad981,0,0,0.21279525236471444,1.5431193586172167,High VRAM load increase may cause instability,deepseek-v4-flash,1285.0045419763774,deepseek-v4-flash,324,63,387,1,True
258,66,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,c726e1f7d66c7649276d27d9938c581792c0201cf26a6fe2e3f067e74bcaabf0,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading.,deepseek-v4-flash,1450.7714579813182,deepseek-v4-flash,333,81,414,1,True
259,20,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.7559146109819312,1.7559146109819312,1,bd7eee42356be7255ba24e4f163d51055c83d0940b005b96233ac5378e1419fd,1,1,0.21279525236471444,1.5431193586172167,"High VRAM load increase from 86.5% to 88.0%, approaching capacity.",deepseek-v4-flash,1417.891375022009,deepseek-v4-flash,328,75,403,1,True
260,59,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,bc965b84ebd038009bc7543458bf9f00eeac0b0af31e535d3190ce571cdbf51f,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase from 0.865 to 0.880; consider offloading.,deepseek-v4-flash,1420.3792499611154,deepseek-v4-flash,333,80,413,1,True
261,85,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.7559146109819312,1.7559146109819312,1,335ea9e836e38e35edc7c7e32af4249f511f01dbb8b1a6d372c132610d7a5207,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase (from 86.5% to 87.96%) may cause instability; consider offloading.,deepseek-v4-flash,1522.341958945617,deepseek-v4-flash,324,81,405,1,True
262,20,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.7559146109819312,1.7559146109819312,1,bd7eee42356be7255ba24e4f163d51055c83d0940b005b96233ac5378e1419fd,1,1,0.21279525236471444,1.5431193586172167,"High VRAM load increase from 86.5% to 88.0%, approaching capacity.",deepseek-v4-flash,1417.891375022009,deepseek-v4-flash,328,75,403,1,True
263,17,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.7559146109819312,1.7559146109819312,1,955c2b830d0736d7e3f44abed7eb146a76a30c18fd696dfe1019b4a7ddadddf3,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase may cause instability,deepseek-v4-flash,1906.1540409456939,deepseek-v4-flash,324,63,387,1,True
264,88,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,9cff2396e21962026e346c44b8e09e06e51d15323ec0934c920295d415893600,0,0,0.21279525236471444,1.5431193586172167,High VRAM load increase from 0.865 to 0.880; consider offloading to reduce memory pressure.,deepseek-v4-flash,1647.4507079692557,deepseek-v4-flash,326,84,410,1,True
265,87,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,46a5d91dc9cdeeb112cbe352806087cb5c8c1dd94df20c003d464de421b74d83,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.879625 to 0.893812; consider offloading to reduce memory pressure.,deepseek-v4-flash,1598.6214160220698,deepseek-v4-flash,328,85,413,1,True
266,87,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,46a5d91dc9cdeeb112cbe352806087cb5c8c1dd94df20c003d464de421b74d83,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.879625 to 0.893812; consider offloading to reduce memory pressure.,deepseek-v4-flash,1598.6214160220698,deepseek-v4-flash,328,85,413,1,True
267,71,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,7afd53f07463bce6b558554878934ba21952b7e58671e16cadd14fe8063ec3c6,0,0,0.21279525236471444,1.5431193586172167,High VRAM load increase from 86.5% to 88.0% may cause instability.,deepseek-v4-flash,1280.6815420044586,deepseek-v4-flash,330,81,411,1,True
268,28,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,98755ed5a248e693ca1f9dea7fe035e00d8613f711e9ecabf51d5248775fb2e2,0,0,0.21279525236471444,1.5431193586172167,High VRAM load increase from 0.865 to 0.880; consider offloading.,deepseek-v4-flash,2162.0785830309615,deepseek-v4-flash,328,80,408,1,True
269,44,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,584846b5868f0d83552435acd84dbaf4a4ce5fcfbf39cb4b3ba5048d4a91f5ad,0,0,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading.,deepseek-v4-flash,1526.0654169833288,deepseek-v4-flash,329,81,410,1,True
270,0,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.7559146109819312,1.7559146109819312,1,86755ecbff45cef5591169e78ce32e9076a63b473e4894da6c344d7d81f7bf7a,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase (from 0.865 to 0.880) may cause instability.,deepseek-v4-flash,1405.8129580225796,deepseek-v4-flash,325,76,401,1,True
271,65,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,e953f6c41878730735d782258954ed916a8ee7909b579dcc329124f6d9c7719a,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase from 0.865 to 0.880; consider offloading.,deepseek-v4-flash,1692.7129999967292,deepseek-v4-flash,328,80,408,1,True
272,76,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.7559146109819312,1.7559146109819312,1,052bd8052ddda4cd92ff50ad1aa4b8c0d60270b7287377fe07105690b4d0fa93,0,0,0.21279525236471444,1.5431193586172167,High VRAM load increase may cause instability,deepseek-v4-flash,1730.5256660329178,deepseek-v4-flash,328,63,391,1,True
273,65,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,e953f6c41878730735d782258954ed916a8ee7909b579dcc329124f6d9c7719a,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase from 0.865 to 0.880; consider offloading.,deepseek-v4-flash,1692.7129999967292,deepseek-v4-flash,328,80,408,1,True
274,31,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,e7e7cc6a1e3e9a4950abc9a04a8109f5b920bdf57912402f18cb228705306274,0,0,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading to reduce memory pressure.,deepseek-v4-flash,1461.1453330144286,deepseek-v4-flash,330,85,415,1,True
275,97,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,eeef315d352c740f07d0f98b4c71dadc78c1849e3424476b8ea29134bf25e530,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading to reduce memory pressure.,deepseek-v4-flash,1664.17312505655,deepseek-v4-flash,325,81,406,1,True
276,95,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,47f66ed3861589d233112ccf75ccc2aeed08080326f58240979bfdf638fc6521,1,1,0.21279533900503114,2.109055806846652,"High VRAM load increase from 0.8938 to 0.908, may cause OOM",deepseek-v4-flash,1683.424707967788,deepseek-v4-flash,326,80,406,1,True
277,92,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,25a69ed93ceaf4c2dc65a2bc9e0ab269b455ed7ebf0ebbe9789767edbececbbc,1,1,increase,increase,high_vram_load,deepseek-v4-flash,1089.5641669631004,deepseek-v4-flash,326,44,370,1,True
278,2,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,a38352768f25fd13788ca6b06f30f81245bba3079d32186fc9e93320ae55f733,0,0,increase,increase,high congestion and vram load,deepseek-v4-flash,1146.3637920096517,deepseek-v4-flash,322,46,368,1,True
279,65,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,93c5405175894525299cc42fa58cd9a00de66d72f0e2350a1b884da480a8fc0a,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading to reduce memory pressure.,deepseek-v4-flash,1575.8196669630706,deepseek-v4-flash,328,85,413,1,True
280,46,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,b7294ccaa9d29baf9e364c71dcf57b8c0fd5f7c1826200beea87bb7fa1604904,1,1,0.21279533900503114,2.109055806846652,"High VRAM load increase from 0.8938 to 0.908, may cause OOM risk.",deepseek-v4-flash,1492.6879999693483,deepseek-v4-flash,331,76,407,1,True
281,33,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,342160d42a5c70510fa919117c590d6edb41bdf3452719a4486b9899f316dba6,0,0,0.21279529451408244,1.8040301671394308,"High VRAM load increase from 0.8796 to 0.8938, may cause instability.",deepseek-v4-flash,1474.8014999786392,deepseek-v4-flash,328,81,409,1,True
282,98,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,3203ad251fdea8743c8a6849a192b34547ae22f65b953883dc0bdf2c466581c5,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase (from 0.8796 to 0.8938) may cause instability.,deepseek-v4-flash,1482.7482500113547,deepseek-v4-flash,328,78,406,1,True
283,86,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,04c0e1f7c8dfe659e3b728397f487448942ec06588dff10e59600907a558e529,0,0,0.21279533900503114,2.109055806846652,"High VRAM load increase from 0.8938 to 0.908, may cause OOM",deepseek-v4-flash,1832.7216660836712,deepseek-v4-flash,326,80,406,1,True
284,45,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,2b3ca7106a464e1af2c5e11d6410e3335871bc8ca28e38db393b84b9738929c9,0,0,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading to reduce memory pressure.,deepseek-v4-flash,1530.7108749402687,deepseek-v4-flash,333,85,418,1,True
285,39,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,f6c3b2875a4819f99ac5af9b7acf855eb75c97843921bd8d6fe8a4c28c310008,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase (from 0.8796 to 0.8938) may cause instability.,deepseek-v4-flash,1773.9197079790756,deepseek-v4-flash,325,78,403,1,True
286,84,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,419e1348a25cab9ab6f87bd647cc7a3fda7bf7c39360da43b121f484515b9cae,1,1,0.21279533900503114,2.109055806846652,High VRAM load increase may cause OOM risk,deepseek-v4-flash,1481.5957080572844,deepseek-v4-flash,326,63,389,1,True
287,69,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,adce49b2eb9af2b6009c3f1bcbdf698490928fc566f65d043828d4b36dcc9479,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading.,deepseek-v4-flash,1311.7851249407977,deepseek-v4-flash,324,81,405,1,True
288,75,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,1d173cc229f303903f20c9b7f4964a645a93ba3f6eff10233efc9940dec930b9,0,0,increase,increase,high_vram_load,deepseek-v4-flash,1345.0872909743339,deepseek-v4-flash,323,44,367,1,True
289,74,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,30d0ca981ceb6e5edb5dadaed09deb6003fb52eb0456024e3c1440e267a73ef5,1,1,increase,increase,high congestion and vram load,deepseek-v4-flash,1184.3685830244794,deepseek-v4-flash,323,46,369,1,True
290,18,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,13a2d772a656f4f3a473a24525e16027ed73d442dfcf5095b1362bd4aef5aac6,0,0,0.21279529451408244,1.8040301671394308,none,deepseek-v4-flash,1298.8090829458088,deepseek-v4-flash,328,56,384,1,True
291,71,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,7afd53f07463bce6b558554878934ba21952b7e58671e16cadd14fe8063ec3c6,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase from 86.5% to 88.0% may cause instability.,deepseek-v4-flash,1280.6815420044586,deepseek-v4-flash,330,81,411,1,True
292,71,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,7afd53f07463bce6b558554878934ba21952b7e58671e16cadd14fe8063ec3c6,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase from 86.5% to 88.0% may cause instability.,deepseek-v4-flash,1280.6815420044586,deepseek-v4-flash,330,81,411,1,True
293,36,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.7559146109819312,1.7559146109819312,1,5532ceac159d8ddd2ecb2aade47fe6ed635b449d1d18c26527fd39b894f0cf9b,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase may cause instability,deepseek-v4-flash,1323.8659580238163,deepseek-v4-flash,328,63,391,1,True
294,50,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,15046d44cbd846499dbea81ece6bfc60d8bb7601ab8816365b4433a5ffbcb17a,0,0,0.21279525236471444,1.5431193586172167,High VRAM load increase may cause instability,deepseek-v4-flash,1429.538584081456,deepseek-v4-flash,330,63,393,1,True
295,96,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,6ef7831c9b67af5102b73e9fba24c53cd5354a76cfcbc6a4dd0a485df5423e1a,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading.,deepseek-v4-flash,1550.6992919836193,deepseek-v4-flash,330,81,411,1,True
296,75,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,55131e5affeb12118c6d59ccf047b048a5fcfa10efb85a7279fe4b7e92bb71a4,1,1,0.21279529451408244,1.8040301671394308,High VRAM load may cause instability,deepseek-v4-flash,1280.2519999677315,deepseek-v4-flash,325,62,387,1,True
297,25,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,edfd357a8c946a57f4704df60c6cf0290fb3a9f8c6fe72bc4ac7b4772ff5a2f0,0,0,0.21279525236471444,1.5431193586172167,High VRAM load increase from 0.865 to 0.880; consider offloading.,deepseek-v4-flash,1477.8810000279918,deepseek-v4-flash,329,80,409,1,True
298,13,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,ff8b3288dce0164d6da1ce936ade316ad90ae5673d39fbe65373d05aae4531a4,1,1,0.0,0.0,,deepseek-v4-flash,1308.1962500000373,deepseek-v4-flash,329,44,373,1,True
299,56,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.7559146109819312,1.7559146109819312,1,f94551d43f75c4bb808aa2452769ee1c63849a2e3e5d363325d419c50b3f29d0,0,0,0.21279525236471444,1.5431193586172167,High VRAM load increase (0.014188) may cause OOM risk.,deepseek-v4-flash,1756.2832919647917,deepseek-v4-flash,327,72,399,1,True
300,8,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.7559146109819312,1.7559146109819312,1,f3024d8186b7a393c7b14c30c409d52f993ea1f588a986e2fbab800c038a6b28,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase may cause OOM risk,deepseek-v4-flash,1331.080915988423,deepseek-v4-flash,325,65,390,1,True
301,47,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,4db3252877d7f0b6201bfd66aafc0beed26caced4cf203dd793122c19521377a,0,0,0.21279529451408244,1.8040301671394308,High VRAM load increase (from 0.8796 to 0.8938) may cause instability.,deepseek-v4-flash,1405.0079579465091,deepseek-v4-flash,325,78,403,1,True
302,18,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,13a2d772a656f4f3a473a24525e16027ed73d442dfcf5095b1362bd4aef5aac6,1,1,0.21279529451408244,1.8040301671394308,none,deepseek-v4-flash,1298.8090829458088,deepseek-v4-flash,328,56,384,1,True
303,54,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,7c29fbc1e7fcdddb180ace4bb99c55d431a89a12110df9712a49c2ca59e6ac43,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase from 0.865 to 0.880; consider offloading.,deepseek-v4-flash,1556.8529589800164,deepseek-v4-flash,324,80,404,1,True
304,95,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,a26aff42bab267f0f18c5c31a55b8af1bc0f4bdb32fb6c13b536761d73cb151b,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading to reduce memory pressure.,deepseek-v4-flash,1697.9693750618026,deepseek-v4-flash,328,85,413,1,True
305,98,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,06c24e012442d71369731586163cc79186c8ae9bba156b1655cad9e0baa26312,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase from 0.865 to 0.880; consider offloading.,deepseek-v4-flash,2084.377916995436,deepseek-v4-flash,328,80,408,1,True
306,3,61,62,0.8654374999999999,0.8796249999999998,0.21279525236471444,1.5431193586172167,1.7559146109819312,1.755914610981931,1.7559146109819312,1,ad2ec419b55b93f77803bf1b51cce3263486e025422cde63c1ed9b6b53d24110,1,1,0.21279525236471444,1.5431193586172167,High VRAM load increase from 0.865 to 0.880; consider offloading.,deepseek-v4-flash,1409.0011249063537,deepseek-v4-flash,325,80,405,1,True
307,84,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,ac144315d6b19b6f1d265f6e6717db7f2752bbb863105cc935c9f1344b333734,0,0,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading to reduce memory pressure.,deepseek-v4-flash,1446.4478750014678,deepseek-v4-flash,328,81,409,1,True
308,49,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,fe6bc5799a149aa5f5ba4f9a756b132713d32fe246a3622809515c71d49f6bca,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase may cause instability,deepseek-v4-flash,1263.6534159537405,deepseek-v4-flash,328,63,391,1,True
309,65,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,93c5405175894525299cc42fa58cd9a00de66d72f0e2350a1b884da480a8fc0a,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading to reduce memory pressure.,deepseek-v4-flash,1575.8196669630706,deepseek-v4-flash,328,85,413,1,True
310,38,63,64,0.8938124999999998,0.9079999999999998,0.21279533900503114,2.109055806846652,2.321851145851683,2.321851145851683,2.321851145851683,1,0cbe81dd0fb3c365d3b2e40e03428f90e8c5858dafe770a309502f869659f075,1,1,0.21279533900503114,2.109055806846652,"High VRAM load increase from 0.8938 to 0.908, may cause OOM",deepseek-v4-flash,1426.7518339911476,deepseek-v4-flash,326,80,406,1,True
311,85,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,7cccc7e80eb4db740b964523ffd327b0d8a1319ffd6d36f942ac9a7699b3f11f,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase (0.014187) may cause instability,deepseek-v4-flash,1574.646249995567,deepseek-v4-flash,324,69,393,1,True
312,94,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,5e896ce16f354b8b5dddf77144638c31a2d3c55a1007338a6fb09cc4661f473c,1,1,0.21279529451408244,1.8040301671394308,High VRAM load increase from 0.8796 to 0.8938; consider offloading.,deepseek-v4-flash,1440.6825839541852,deepseek-v4-flash,325,81,406,1,True
313,41,62,63,0.8796249999999998,0.8938124999999998,0.21279529451408244,1.8040301671394308,2.016825461653513,2.016825461653513,2.016825461653513,1,e069f752091c81ad26f591f92ec0aa8b900838ce7d17c52f446b3ce89108340b,0,0,0.21279529451408244,1.8040301671394308,High VRAM load increase (0.014187) may cause instability.,deepseek-v4-flash,1648.8581659505144,deepseek-v4-flash,325,70,395,1,True
